,city_name,cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
418,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
419,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
420,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
421,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
422,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
423,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
424,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
425,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
426,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
427,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
428,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
429,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
430,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
431,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
432,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
433,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
434,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
435,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
436,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
437,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
438,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
439,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
440,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
441,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
442,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
443,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
